student_answer,teacher_answer,label,index
Overly Orange had the most vitamin C because it does not use the most amount of drops.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Luscious Lemon has a higher concentration of vitamin C because lemons are really sour and Overly Orange was not that sour.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Overly Orange 5 less than the Luscious Lemon and was quicker to change color.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Yes because it had a higher concentration of vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Overly Orange contains more vitamin C because it took less drops to change the color of the indophenol.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Yes because vitamin C makes the indicator clear and the lower amount of drops the more vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
"Overly Orange contains more vitamin C, the evidence is that there are fewer drops needed before the liquid turned clear.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange. It has less drops and which one is less has higher vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
No because the least drops you put the more concentrated it is.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
No because the color did not change. If the color still would stay the same it vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Only the Overly Orange contains lots of vitamin C because the blue water became clear in 8 drops. It is less than drops than Luscious Lemon.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange and Luscious Lemon have more vitamin C because it took only a couple drops to make the indophenol clear.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange has more because of the amount of drops she put in.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Yes it did because the lower the number the more vitamin C and they both have low numbers.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
"Yes, because if it has lower drops it has more vitamin than others.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
I think that the Overly Orange and the Luscious Lemon do not contain a higher concentration because they clear the indophenol fast.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Overly Orange then less the drops the more vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange has the higher concentration of vitamin C because I took less amount of drops.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange has higher concentration and the evidence is the overly Orange has 8 drops and Luscious Lemon has 13 drops.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange has 120 percent of vitamin C and Luscious Lemon has 50 percent.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Overly Orange contain the higher vitamin C because the less drops the more vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Luscious Lemon contains higher vitamin C. The evidence is that it has more drops so that is the evidence.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
"Yes, because the drops tell what happen and it tell that this item had not so much sugar especially Overly Orange.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
"Overly Orange and Luscious Lemon have vitamin C. My evidence are that it says that Overly Orange had 8 drops, and Luscious Lemon had 13 drops, and that also means that it has Vitamin C.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83
It did not change color because Fruitsnap has no vitamin C.,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,1,83
